Month of data..

select * from solar_data where event like '%202206%' order by event desc

event	        solar_level	battery_level	battery_load	battery_state	        grid_level	load_level
20220606224514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220606223014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.4 kW    	1.4 kW    
20220606221514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220606220014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220606214514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.8 kW    	1.8 kW    
20220606213014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220606211514	0.0 kW    	21%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220606210014	0.0 kW    	21%       	0.0 kW    	IDLE            	2.1 kW    	2.1 kW    
20220606204514	0.0 kW    	25%       	1.9 kW    	DISCHARGING     	0.1 kW    	2.0 kW    
20220606203014	0.0 kW    	29%       	1.8 kW    	DISCHARGING     	0.0 kW    	1.8 kW    
20220606201514	0.0 kW    	34%       	1.9 kW    	DISCHARGING     	0.0 kW    	1.9 kW    
20220606200014	0.0 kW    	40%       	2.5 kW    	DISCHARGING     	0.2 kW    	2.3 kW    
20220606194514	0.0 kW    	46%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606193014	0.0 kW    	47%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606191514	0.0 kW    	48%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606190014	0.0 kW    	50%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606184514	0.0 kW    	51%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606181514	0.0 kW    	54%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606180014	0.0 kW    	55%       	0.5 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606174514	0.0 kW    	56%       	0.6 kW    	DISCHARGING     	0.0 kW    	0.6 kW    
20220606173016	0.0 kW    	60%       	1.5 kW    	DISCHARGING     	0.0 kW    	1.5 kW    
20220606171514	0.1 kW    	63%       	1.0 kW    	DISCHARGING     	0.0 kW    	1.1 kW    
20220606170014	0.1 kW    	66%       	1.4 kW    	DISCHARGING     	0.0 kW    	1.5 kW    
20220606164514	0.1 kW    	70%       	1.2 kW    	DISCHARGING     	0.0 kW    	1.3 kW    
20220606163014	0.1 kW    	74%       	1.3 kW    	DISCHARGING     	0.0 kW    	1.4 kW    
20220606161514	0.5 kW    	78%       	2.6 kW    	DISCHARGING     	0.3 kW    	2.8 kW    
20220606160014	0.2 kW    	82%       	0.3 kW    	DISCHARGING     	0.1 kW    	0.6 kW    
20220606154514	0.3 kW    	82%       	0.2 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220606153014	0.7 kW    	82%       	0.2 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606151514	1.1 kW    	81%       	0.6 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606150014	0.8 kW    	80%       	0.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606144514	0.9 kW    	79%       	0.7 kW    	CHARGING        	0.2 kW    	0.4 kW    
20220606143014	2.7 kW    	76%       	2.0 kW    	CHARGING        	0.3 kW    	0.4 kW    
20220606141514	1.5 kW    	74%       	1.0 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606140014	1.5 kW    	71%       	1.0 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606134514	1.3 kW    	67%       	0.8 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606133014	1.2 kW    	64%       	0.7 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606131514	1.5 kW    	62%       	1.0 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606130014	1.6 kW    	58%       	1.1 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606124514	1.6 kW    	55%       	1.2 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220606123014	1.2 kW    	53%       	0.6 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220606121514	1.8 kW    	51%       	1.2 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220606120014	1.9 kW    	49%       	1.2 kW    	CHARGING        	0.0 kW    	0.7 kW    
20220606114514	3.6 kW    	45%       	3.1 kW    	CHARGING        	0.1 kW    	0.6 kW    
20220606113014	2.2 kW    	39%       	1.7 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606111514	2.7 kW    	36%       	2.3 kW    	CHARGING        	0.1 kW    	0.5 kW    
20220606110014	1.2 kW    	33%       	0.8 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220606104514	1.6 kW    	31%       	1.1 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606103014	1.4 kW    	28%       	1.0 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220606101514	0.9 kW    	26%       	0.5 kW    	CHARGING        	0.0 kW    	0.4 kW    
20220606100014	1.7 kW    	24%       	1.0 kW    	CHARGING        	0.2 kW    	0.5 kW    
20220606094514	1.0 kW    	22%       	0.5 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220606093014	0.9 kW    	21%       	0.3 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220606091514	0.5 kW    	21%       	0.0 kW    	IDLE            	0.0 kW    	0.5 kW    
20220606090014	0.5 kW    	21%       	0.0 kW    	IDLE            	0.0 kW    	0.5 kW    
20220606084514	0.4 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.5 kW    
20220606083014	0.3 kW    	21%       	0.0 kW    	IDLE            	2.0 kW    	2.3 kW    
20220606081514	0.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220606080014	0.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220606074514	0.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220606073014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220606071514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220606070014	0.1 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220606064514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220606063014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220606061514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606060014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220606054513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606053014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220606051514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220606050014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606044514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220606043013	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606041513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606040013	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220606034513	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606033013	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606031513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220606030014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606024513	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606023014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606021517	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606020015	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606014514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606013014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606011514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606010014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606004514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606003014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220606001514	0.0 kW    	21%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220606000014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605234514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605233014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220605231514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605230014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605224514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605223014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605221514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605220014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605214514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605213014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605211514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220605210014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220605204514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220605203014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.4 kW    	1.4 kW    
20220605201514	0.0 kW    	21%       	0.0 kW    	IDLE            	1.1 kW    	1.1 kW    
20220605200014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.1 kW    	1.1 kW    
20220605194514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.8 kW    	0.8 kW    
20220605193014	0.0 kW    	21%       	0.0 kW    	IDLE            	1.1 kW    	1.1 kW    
20220605191516	0.0 kW    	21%       	0.0 kW    	IDLE            	2.8 kW    	2.8 kW    
20220605190014	0.0 kW    	21%       	0.0 kW    	IDLE            	3.1 kW    	3.1 kW    
20220605184514	0.0 kW    	22%       	3.1 kW    	DISCHARGING     	0.0 kW    	3.1 kW    
20220605183014	0.0 kW    	27%       	1.6 kW    	DISCHARGING     	0.3 kW    	1.3 kW    
20220605181514	0.0 kW    	31%       	1.2 kW    	DISCHARGING     	0.0 kW    	1.2 kW    
20220605180014	0.0 kW    	34%       	1.3 kW    	DISCHARGING     	0.0 kW    	1.3 kW    
20220605174514	0.0 kW    	37%       	1.3 kW    	DISCHARGING     	0.0 kW    	1.3 kW    
20220605173014	0.0 kW    	40%       	1.4 kW    	DISCHARGING     	0.0 kW    	1.4 kW    
20220605171514	0.1 kW    	43%       	2.6 kW    	DISCHARGING     	0.0 kW    	2.7 kW    
20220605170014	0.1 kW    	47%       	1.0 kW    	DISCHARGING     	0.0 kW    	1.1 kW    
20220605164514	0.1 kW    	50%       	0.9 kW    	DISCHARGING     	0.0 kW    	1.0 kW    
20220605163014	0.1 kW    	53%       	1.0 kW    	DISCHARGING     	0.0 kW    	1.1 kW    
20220605161514	0.2 kW    	55%       	0.8 kW    	DISCHARGING     	0.0 kW    	1.0 kW    
20220605160014	0.2 kW    	57%       	0.4 kW    	DISCHARGING     	0.0 kW    	0.6 kW    
20220605154514	0.5 kW    	58%       	0.5 kW    	DISCHARGING     	0.5 kW    	1.5 kW    
20220605153014	0.8 kW    	61%       	0.4 kW    	DISCHARGING     	0.0 kW    	1.2 kW    
20220605151514	1.2 kW    	63%       	0.0 kW    	IDLE            	0.0 kW    	1.2 kW    
20220605150014	1.2 kW    	65%       	0.7 kW    	DISCHARGING     	0.2 kW    	2.1 kW    
20220605144514	0.6 kW    	64%       	0.2 kW    	DISCHARGING     	0.3 kW    	0.5 kW    
20220605143014	2.0 kW    	62%       	1.4 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220605141514	2.4 kW    	59%       	1.6 kW    	CHARGING        	0.3 kW    	0.5 kW    
20220605140015	3.2 kW    	56%       	2.8 kW    	CHARGING        	0.1 kW    	0.5 kW    
20220605134514	1.4 kW    	52%       	0.8 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220605133014	2.2 kW    	50%       	1.6 kW    	CHARGING        	0.1 kW    	0.7 kW    
20220605131514	2.4 kW    	49%       	0.6 kW    	DISCHARGING     	0.0 kW    	3.0 kW    
20220605130014	3.4 kW    	46%       	1.1 kW    	CHARGING        	1.0 kW    	3.3 kW    
20220605124514	3.4 kW    	45%       	1.3 kW    	CHARGING        	0.4 kW    	1.7 kW    
20220605123014	3.0 kW    	45%       	1.0 kW    	CHARGING        	0.0 kW    	2.0 kW    
20220605121514	3.2 kW    	42%       	1.6 kW    	CHARGING        	0.2 kW    	1.4 kW    
20220605120015	3.2 kW    	40%       	1.6 kW    	CHARGING        	0.1 kW    	1.7 kW    
20220605114514	3.9 kW    	38%       	3.3 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220605113014	2.2 kW    	33%       	1.3 kW    	CHARGING        	0.2 kW    	0.7 kW    
20220605111514	0.7 kW    	30%       	0.0 kW    	IDLE            	0.0 kW    	0.7 kW    
20220605110014	2.0 kW    	27%       	1.3 kW    	CHARGING        	0.1 kW    	0.8 kW    
20220605104514	2.6 kW    	23%       	0.0 kW    	IDLE            	1.1 kW    	1.5 kW    
20220605103014	1.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	1.6 kW    
20220605101514	1.3 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	1.8 kW    
20220605100014	0.3 kW    	20%       	0.0 kW    	IDLE            	1.5 kW    	1.8 kW    
20220605094514	0.5 kW    	20%       	0.0 kW    	IDLE            	1.4 kW    	1.9 kW    
20220605093014	1.0 kW    	20%       	0.0 kW    	IDLE            	0.8 kW    	1.8 kW    
20220605091514	1.1 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	2.3 kW    
20220605090014	0.8 kW    	20%       	0.0 kW    	IDLE            	1.6 kW    	2.4 kW    
20220605084514	0.5 kW    	20%       	0.0 kW    	IDLE            	3.5 kW    	4.0 kW    
20220605083014	0.2 kW    	20%       	0.0 kW    	IDLE            	2.8 kW    	3.0 kW    
20220605081514	0.2 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.3 kW    
20220605080014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220605074514	0.3 kW    	20%       	0.0 kW    	IDLE            	0.0 kW    	0.3 kW    
20220605073014	0.2 kW    	20%       	0.0 kW    	IDLE            	0.0 kW    	0.2 kW    
20220605071514	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220605070014	0.1 kW    	20%       	0.0 kW    	IDLE            	0.1 kW    	0.2 kW    
20220605064514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605063014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605061513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605060014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605054513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605053014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605051513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605050014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605044513	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605043013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605041515	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220605040013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220605034514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605033014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220605031514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220605030013	0.0 kW    	20%       	0.0 kW    	IDLE            	0.4 kW    	0.4 kW    
20220605024513	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220605023013	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220605021517	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220605020015	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220605014514	0.0 kW    	20%       	0.0 kW    	IDLE            	4.0 kW    	4.0 kW    
20220605013015	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220605011514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220605010014	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220605004514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.8 kW    	3.8 kW    
20220605003015	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220605001514	0.0 kW    	20%       	0.0 kW    	IDLE            	3.9 kW    	3.9 kW    
20220605000014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220604234514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220604233015	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220604231514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.3 kW    	0.3 kW    
20220604230014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220604224514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220604223014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.2 kW    	0.2 kW    
20220604221515	0.0 kW    	20%       	0.0 kW    	IDLE            	1.0 kW    	1.0 kW    
20220604220015	0.0 kW    	20%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220604214514	0.0 kW    	20%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220604213014	0.0 kW    	20%       	0.0 kW    	IDLE            	0.9 kW    	0.9 kW    
20220604211514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.0 kW    	1.0 kW    
20220604210014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220604204514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220604203015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.5 kW    	1.5 kW    
20220604201514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.2 kW    	1.2 kW    
20220604200015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220604194514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220604193014	0.0 kW    	20%       	0.0 kW    	IDLE            	1.7 kW    	1.7 kW    
20220604191514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.4 kW    	1.4 kW    
20220604190015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220604184514	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220604183015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220604181515	0.0 kW    	20%       	0.0 kW    	IDLE            	1.4 kW    	1.4 kW    
20220604180015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.3 kW    
20220604174514	0.0 kW    	20%       	0.0 kW    	IDLE            	2.0 kW    	2.0 kW    
20220604173015	0.0 kW    	20%       	0.0 kW    	IDLE            	1.6 kW    	1.6 kW    
20220604171514	0.1 kW    	20%       	0.0 kW    	IDLE            	1.3 kW    	1.4 kW    
20220604170015	0.1 kW    	21%       	0.0 kW    	IDLE            	1.9 kW    	2.0 kW    
20220604164514	0.1 kW    	24%       	2.3 kW    	DISCHARGING     	0.2 kW    	2.2 kW    
20220604163017	0.2 kW    	29%       	2.2 kW    	DISCHARGING     	0.0 kW    	2.4 kW    
20220604161515	0.6 kW    	34%       	1.9 kW    	DISCHARGING     	0.0 kW    	2.5 kW    
20220604160014	0.3 kW    	38%       	0.2 kW    	DISCHARGING     	0.1 kW    	0.6 kW    
20220604154514	0.6 kW    	39%       	0.4 kW    	DISCHARGING     	0.5 kW    	0.5 kW    
20220604153014	0.9 kW    	38%       	0.3 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220604151515	1.9 kW    	38%       	1.1 kW    	CHARGING        	0.2 kW    	0.6 kW    
20220604150014	0.7 kW    	36%       	0.2 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604144515	0.9 kW    	36%       	0.4 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604143014	1.3 kW    	35%       	0.8 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604141514	0.8 kW    	34%       	0.3 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604140014	0.5 kW    	34%       	0.0 kW    	IDLE            	0.0 kW    	0.5 kW    
20220604134514	0.5 kW    	34%       	0.0 kW    	IDLE            	0.0 kW    	0.5 kW    
20220604133014	0.3 kW    	34%       	0.2 kW    	DISCHARGING     	0.0 kW    	0.5 kW    
20220604131514	0.2 kW    	37%       	2.5 kW    	DISCHARGING     	0.0 kW    	2.7 kW    
20220604130015	0.3 kW    	39%       	0.4 kW    	DISCHARGING     	0.0 kW    	0.7 kW    
20220604124514	0.8 kW    	43%       	2.0 kW    	DISCHARGING     	0.0 kW    	2.8 kW    
20220604123014	0.7 kW    	46%       	2.1 kW    	DISCHARGING     	0.0 kW    	2.8 kW    
20220604121514	3.6 kW    	42%       	3.1 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604120015	4.2 kW    	37%       	2.2 kW    	CHARGING        	1.2 kW    	0.8 kW    
20220604114514	3.4 kW    	32%       	1.8 kW    	CHARGING        	0.6 kW    	1.0 kW    
20220604113015	4.0 kW    	28%       	2.1 kW    	CHARGING        	1.1 kW    	0.8 kW    
20220604111514	0.9 kW    	24%       	0.3 kW    	CHARGING        	0.0 kW    	0.6 kW    
20220604110015	1.1 kW    	23%       	0.6 kW    	CHARGING        	0.1 kW    	0.6 kW    
20220604104514	1.2 kW    	22%       	0.7 kW    	CHARGING        	0.1 kW    	0.6 kW    
20220604103014	1.2 kW    	23%       	1.3 kW    	DISCHARGING     	0.0 kW    	2.5 kW    
20220604101514	1.9 kW    	23%       	1.4 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604100014	1.0 kW    	21%       	0.5 kW    	CHARGING        	0.1 kW    	0.4 kW    
20220604094514	0.6 kW    	21%       	0.1 kW    	CHARGING        	0.0 kW    	0.5 kW    
20220604093014	0.4 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.6 kW    
20220604091514	0.3 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220604090014	0.4 kW    	21%       	0.0 kW    	IDLE            	0.1 kW    	0.5 kW    
20220604084514	0.3 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220604083014	0.3 kW    	21%       	0.0 kW    	IDLE            	0.2 kW    	0.5 kW    
20220604081514	0.2 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.6 kW    
20220604080014	0.2 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.5 kW    
20220604074515	0.2 kW    	21%       	0.0 kW    	IDLE            	0.3 kW    	0.5 kW    
20220604073015	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220604071514	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220604070015	0.1 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.6 kW    
20220604064515	0.1 kW    	21%       	0.0 kW    	IDLE            	0.4 kW    	0.5 kW    
20220604063015	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220604061514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220604060014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220604054513	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
20220604053014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220604051513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604050014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604044513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604043014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604041514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604040014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604034513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604033014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604031514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604030013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604024513	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604023013	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604021517	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604020015	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604014514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604013014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604011514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.2 kW    	4.2 kW    
20220604010014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604004514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604003014	0.0 kW    	21%       	0.0 kW    	IDLE            	4.1 kW    	4.1 kW    
20220604001514	0.0 kW    	21%       	0.0 kW    	IDLE            	4.4 kW    	4.4 kW    
20220604000014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603234514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603233014	0.0 kW    	21%       	0.0 kW    	IDLE            	0.5 kW    	0.5 kW    
20220603231514	0.0 kW    	21%       	0.0 kW    	IDLE            	0.6 kW    	0.6 kW    
